name,country,region,winery,rating,no_ratings,price,year,type
Crmant de Loire Brut 2017,France,Crmant de Loire,Langlois-Chateau,3.9,25,14.41,2017,sparkling
Vicar's Choice Sauvignon Blanc Bubbles 2019,New Zealand,Marlborough,Saint Clair,4.2,25,11.9,2019,sparkling
Crmant de Limoux Brut N.V.,France,Crmant de Limoux,Prima Perla,3.5,25,14.32,N.V.,sparkling
Athesis Brut 2016,Italy,Sdtirol - Alto Adige,Kettmeir,4.0,25,21.5,2016,sparkling
Blanc de Blancs Rserve Brut Nature N.V.,Germany,Pfalz,Eymann,3.9,25,31.18,N.V.,sparkling
Riesling Extra Brut 2015,Germany,Baden,Griesel & Compagnie,4.0,25,22.13,2015,sparkling
Slection Demi-Sec Champagne Premier Cru N.V.,France,Champagne Premier Cru,Henriet-Bazin,4.1,25,25.0,N.V.,sparkling
Cava Imperial Brut N.V.,Spain,Cava,Cautiu,3.8,25,9.45,N.V.,sparkling
Pinot Brut N.V.,Germany,Baden,Weingut Kilian Hunn,3.5,25,13.54,N.V.,sparkling
Rosato Frizzante N.V.,Italy,Veneto,Le Carline,3.9,25,7.95,N.V.,sparkling
Brut N.V.,Portugal,Alentejo,Sexy,3.7,26,15.0,N.V.,sparkling
Crmant de Loire L'Extra Ros N.V.,France,Crmant de Loire,Langlois-Chateau,3.7,26,14.4,N.V.,sparkling
Brut 2012,United States,Anderson Valley,Roederer Estate,3.9,26,57.51,2012,sparkling
Dom Ruinart Ros Brut Champagne 2007,France,Champagne,Ruinart,4.4,27,269.0,2007,sparkling
Riesling Extra Brut N.V.,Germany,Pfalz,Eymann,4.0,27,18.6,N.V.,sparkling
Donna Cora Spumante 2011,Italy,Toscana,Antinori,3.8,27,41.29,2011,sparkling
Valdobbiadene Prosecco Superiore Millesimato Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Val d'Oca,3.6,27,11.04,N.V.,sparkling
Asti Dolce 2017,Italy,Asti,Fontanafredda,3.6,27,14.87,2017,sparkling
Riesling Brut 2008,Germany,Rheinhessen,Raumland,3.7,28,27.95,2008,sparkling
Rosato Frizzante N.V.,Italy,Veneto,Fili,3.5,28,7.69,N.V.,sparkling
Crmant d'Alsace Brut Prestige N.V.,France,Crmant d'Alsace,Domaine du Moulin de Dusenbach,3.8,28,14.95,N.V.,sparkling
Schloss Castell Silvaner Brut N.V.,Germany,Franken,Castell,4.1,28,17.5,N.V.,sparkling
Giovanni Galliano Brut Ros 2016,Italy,Piemonte,Borgo Maragliano,3.7,28,22.9,2016,sparkling
Reyes de Aragn El Casto Brut Reserva N.V.,Spain,Cava,Bodegas Langa,3.8,29,7.95,N.V.,sparkling
Crmant d'Alsace Brut N.V.,France,Crmant d'Alsace,Jean-Louis Schoepfer,3.7,29,14.0,N.V.,sparkling
Amico Fil N.V.,Italy,delle Venezie,Paladin,3.6,29,6.21,N.V.,sparkling
Moscato d'Asti 2019,Italy,Moscato d'Asti,Tenimenti Ca'Bianca,3.9,29,7.45,2019,sparkling
San Carlo Moscato d'asti 2017,Italy,Moscato d'Asti,Montalbera,3.8,29,9.9,2017,sparkling
Aotea Mthode Traditionnelle N.V.,New Zealand,Nelson,Seifried Estate,3.6,29,26.9,N.V.,sparkling
Jolie Extra Dry Spumante 2016,Italy,Sicilia,Feudi Branciforti dei Bordonaro,3.6,30,9.9,2016,sparkling
Sleever Brut Reserva Rosado N.V.,Spain,Cava,Vilarnau,3.6,30,10.99,N.V.,sparkling
Punto Rosa Millesimato 2016,Italy,Veneto,Val d'Oca,3.9,30,11.95,2016,sparkling
Cava Chardonnay Brut N.V.,Spain,Cava,Torre Oria,3.6,30,12.99,N.V.,sparkling
Grand Cuve Arctic Fox N.V.,Australia,McLaren Vale,Fox Creek,3.7,30,18.81,N.V.,sparkling
Riesling Brut N.V.,Luxembourg,Moselle,Bernard-Massard,3.7,30,10.49,N.V.,sparkling
Brut Ros 2016,Germany,Baden,Griesel & Compagnie,4.0,30,31.0,2016,sparkling
Brut 2010,Germany,Rheingau,Georg Breuer,3.7,30,35.9,2010,sparkling
Carte d'Or Demi-Sec Champagne N.V.,France,Champagne,Drappier,3.8,30,29.89,N.V.,sparkling
Vintage Chardonnay 2007,Germany,Rheinhessen,Raumland,4.4,30,70.18,2007,sparkling
Mthode Cap Classique 2013,South Africa,Stellenbosch,Thelema,3.8,31,21.9,2013,sparkling
Prosecco Extra Dry N.V.,Italy,Prosecco,Savian,3.6,31,10.95,N.V.,sparkling
Cremant d'Alsace Blanc de Blancs N.V.,France,Crmant d'Alsace,Boeckel,4.0,31,15.5,N.V.,sparkling
Pinot Blanc Brut N.V.,Germany,Rheingau,Barth,3.8,31,16.59,N.V.,sparkling
Brachetto Piemonte 2018,Italy,Piemonte,Borgo Maragliano,4.2,31,9.9,2018,sparkling
Ros Brut 2015,Germany,Rheingau,Schloss Vaux,3.6,31,25.0,2015,sparkling
Cava Brut N.V.,Spain,Cava,Sard,3.4,31,7.99,N.V.,sparkling
Blanc de Blancs Brut Champagne 2014,France,Champagne,Deutz,4.4,32,72.0,2014,sparkling
Izar-Leku Hondarrabi Zuri 2016,Spain,Getariako Txakolina,Artadi,3.9,32,27.1,2016,sparkling
Vecchia Modena Premium Mention Honorable 2019,Italy,Lambrusco di Sorbara,Cleto Chiarli,3.8,32,9.65,2019,sparkling
Venti 2 Gold Cuve N.V.,Italy,delle Venezie,Borgo Molino,4.1,32,9.5,N.V.,sparkling
36 Cuve Ros Brut N.V.,Italy,Vino d'Italia,Marsuret,3.8,32,10.9,N.V.,sparkling
Crmant Riesling Brut N.V.,Luxembourg,Crmant de Luxembourg,Bernard-Massard,3.5,32,17.77,N.V.,sparkling
Frizzante Prosecco N.V.,Italy,Prosecco,Ca' Ongaresca,4.0,32,7.27,N.V.,sparkling
Donna Cora 2014,Italy,Franciacorta,Montenisa,4.0,33,36.5,2014,sparkling
Kellermeister Edition Sekt Extra Trocken 2016,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.7,33,9.83,2016,sparkling
Millesimato Brut 2014,Italy,Franciacorta,Monzio Compagnoni,3.7,33,17.9,2014,sparkling
Quinquin Sparkling Ros N.V.,Austria,Burgenland,Esterhzy,3.7,33,12.1,N.V.,sparkling
Perl Ros Riserva 2011,Italy,Trento,Ferrari,4.1,34,92.53,2011,sparkling
Victor Mandois Brut Champagne 2008,France,Champagne,Mandois,3.9,34,37.97,2008,sparkling
Etichetta Nera Spumante Extra Dry 2018,Italy,Veneto,Sacchetto,3.8,34,9.82,2018,sparkling
Groe Reserve Brut Nature 2015,Austria,Kamptal,Jurtschitsch,3.9,34,22.13,2015,sparkling
Crmant de Bourgogne Blanc de Blancs Extra Brut N.V.,France,Crmant de Bourgogne,Domaine Henri Boillot,4.0,34,22.5,N.V.,sparkling
Asolo Prosecco Superiore Millesimato Extra Dry N.V.,Italy,Asolo Prosecco,Val d'Oca,3.8,34,14.41,N.V.,sparkling
Vecchie Viti 2018,Italy,Conegliano-Valdobbiadene Prosecco,Ruggeri,4.0,35,22.99,2018,sparkling
Cuve Clive 2014,South Africa,Robertson,Graham Beck,4.2,35,45.0,2014,sparkling
Millsim Crmant du Jura Brut 2014,France,Crmant du Jura,Tissot-Maire,3.7,35,13.9,2014,sparkling
Cuve Esplendor Vinyes Propies 2014,Spain,Peneds,Vardon Kennett,3.5,35,45.74,2014,sparkling
Grande Cuve de Purcari Extra Brut 2016,Moldova,South Eastern,Chteau Purcari,4.4,35,49.98,2016,sparkling
Ros Prestige Brut 2012,Germany,Rheinhessen,Raumland,4.1,36,20.28,2012,sparkling
Blanc de Blancs Brut Champagne Premier Cru 2010,France,Champagne Premier Cru,Paul Michel,3.9,36,31.68,2010,sparkling
Vigna Senza Nome Moscato d'Asti 2019,Italy,Moscato d'Asti,Braida,4.1,36,11.43,2019,sparkling
Valdobbiadene Millesimato Brut 2017,Italy,Conegliano-Valdobbiadene Prosecco,Borgo Molino,4.1,36,14.9,2017,sparkling
Brut Nature N.V.,Germany,Pfalz,Frank John,4.4,36,28.0,N.V.,sparkling
Cuve Muggi Bubbles Day Extra Brut N.V.,Italy,Trentino-Alto Adige,Arunda,3.7,36,25.9,N.V.,sparkling
Prosecco Millesimato Brut 2018,Italy,Prosecco,Fili,4.0,36,11.05,2018,sparkling
Blanc de Noirs Brut 2016,Germany,Baden,Griesel & Compagnie,4.0,36,15.5,2016,sparkling
Cuve Eugnie Crmant de Limoux Brut 2017,France,Crmant de Limoux,Antech,3.6,37,14.62,2017,sparkling
61 Franciacorta Ros 1961,Italy,Franciacorta,Berlucchi,3.8,37,18.91,1961,sparkling
Chiaretto Spumante Brut N.V.,Italy,Bardolino,Zeni,3.5,37,12.9,N.V.,sparkling
Ocarosa Frizzanate Rosato N.V.,Italy,Veneto,Val d'Oca,3.6,37,4.9,N.V.,sparkling
Cuve Marie-Luise Brut 2013,Germany,Rheinhessen,Raumland,3.8,38,17.55,2013,sparkling
La Croisette Brut Champagne 2014,France,Champagne,Leclerc Briant,4.3,38,145.7,2014,sparkling
Privat Trocken N.V.,Germany,Rheingau,Ohlig Sekt,3.7,38,6.81,N.V.,sparkling
Brut Nature N.V.,Germany,Nahe,Korrell,4.2,38,17.9,N.V.,sparkling
Crmant d'Alsace Brut N.V.,France,Crmant d'Alsace,Edouard Leiber,3.8,38,9.9,N.V.,sparkling
Leonardo Trocken Pinot Ros N.V.,Germany,Baden,Haltinger Winzer,3.8,39,8.95,N.V.,sparkling
Vintage Ros Brut Champagne 2012,France,Champagne,Veuve Clicquot,4.2,39,78.49,2012,sparkling
Cristal Ros Brut Champagne (Millsim) 2012,France,Champagne,Louis Roederer,4.7,39,449.9,2012,sparkling
Valdobbiadene Prosecco Superiore Brut Dosaggio Zero 2018,Italy,Conegliano-Valdobbiadene Prosecco,Col Vetoraz,3.5,39,14.9,2018,sparkling
Graphic Ice Champagne N.V.,France,Champagne,Nicolas Feuillatte,3.5,40,39.0,N.V.,sparkling
Reserve Ros Champagne 2005,France,Champagne,Charles Heidsieck,4.2,40,109.92,2005,sparkling
Brut Champagne 2010,France,Champagne,Barons de Rothschild (Lafite),4.3,41,75.95,2010,sparkling
Inspiration de Saison Extra Brut Champagne 2010,France,Champagne,Michel Loriot,3.9,41,37.64,2010,sparkling
Rosa Regale 2019,Italy,Brachetto d'Acqui,Banfi,4.0,42,7.6,2019,sparkling
Prosecco Valdobbiadene Rive di Refrontolo Superiore Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Santa Margherita,3.8,42,16.07,2018,sparkling
Franciacorta Ros 2013,Italy,Franciacorta,Bellavista,3.9,43,57.61,2013,sparkling
Pinot Ros Brut N.V.,Germany,Pfalz,Eymann,3.5,43,16.9,N.V.,sparkling
Athesis Brut Ros 2016,Italy,Sdtirol - Alto Adige,Kettmeir,3.9,43,23.11,2016,sparkling
Il Vino dei Poeti Gold 2018,Italy,Prosecco,Bottega,3.9,43,19.4,2018,sparkling
Elixir Dry Champagne N.V.,France,Champagne,Pommery,3.7,43,41.39,N.V.,sparkling
Frizzantino Dolce N.V.,Italy,Emilia,Gualtieri,4.2,43,3.15,N.V.,sparkling
Millesimato Extra Dry Prosecco 2017,Italy,Prosecco,Paladin,3.7,43,11.36,2017,sparkling
Brut Ros A Champagne N.V.,France,Champagne,Pierre Leboeuf,3.8,44,33.95,N.V.,sparkling
Crmant du Jura Brut Ros N.V.,France,Crmant du Jura,Tissot-Maire,4.0,45,12.9,N.V.,sparkling
Trentasei 2014,Italy,Modena,Cantina della Volta,3.8,45,24.4,2014,sparkling
SomnamBulles 2017,France,Vin de France,Mas del Pri - Fabien Jouves,3.8,46,13.9,2017,sparkling
Brut Methode Cap Classique N.V.,South Africa,Constantia,Buitenverwachting,3.8,46,14.5,N.V.,sparkling
Brut Nature N.V.,Germany,Pfalz,Leiner,4.2,46,25.0,N.V.,sparkling
Authentique Ros Brut Champagne N.V.,France,Champagne,Le Brun de Neuville,4.1,46,40.0,N.V.,sparkling
Trento Brut Millesimato N.V.,Italy,Trento,Endrizzi,3.7,47,16.7,N.V.,sparkling
Prosecco Treviso Millesimato Extra Dry 2018,Italy,Prosecco di Treviso,Sanmartino,3.9,47,10.5,2018,sparkling
Riesling Brut N.V.,Germany,Pfalz,Koehler-Ruprecht,3.8,47,35.41,N.V.,sparkling
Carte Ros Brut Champagne N.V.,France,Champagne,Irroy,3.7,47,39.95,N.V.,sparkling
Crmant de Loire Brut N.V.,France,Crmant de Loire,Chapin & Landais,4.0,47,10.86,N.V.,sparkling
Cava Reserva Semi Seco N.V.,Spain,Cava,Segura Viudas,3.5,47,11.83,N.V.,sparkling
Cremant d'Alsace Reserve de l'Abbaye Chardonnay N.V.,France,Crmant d'Alsace,Arthur Metz,3.9,48,14.09,N.V.,sparkling
Cuve Vaux Brut 2016,Germany,Rheingau,Schloss Vaux,3.9,48,11.62,2016,sparkling
Millesim Carte d'Or Brut Champagne Premier Cru 2010,France,Champagne Premier Cru,Henriet-Bazin,3.9,48,39.95,2010,sparkling
Ultra N.V.,Germany,Rheingau,Barth,4.3,48,31.53,N.V.,sparkling
Auris Brut N.V.,Italy,Veneto,Villa Sandi,3.8,48,17.5,N.V.,sparkling
Cava Reyes de Aragn Reserva Brut Nature N.V.,Spain,Calatayud,Bodegas Langa,3.5,49,14.9,N.V.,sparkling
Crmant de Loire Brut N.V.,France,Crmant de Loire,Louis Despas & Cie,3.6,49,14.32,N.V.,sparkling
Crmant de Bourgogne Brut N.V.,France,Crmant de Bourgogne,Chteau de la Greffire,3.7,49,17.76,N.V.,sparkling
Millesim Extra Brut Champagne 2013,France,Champagne,Leclerc Briant,4.3,50,60.2,2013,sparkling
Crmant de Limoux Ros Brut N.V.,France,Crmant de Limoux,La Louvire,4.2,51,20.19,N.V.,sparkling
Extra Brut Champagne N.V.,France,Champagne,Louis Casters,4.1,51,42.9,N.V.,sparkling
Les Hauts des Clos du Mont Brut Champagne N.V.,France,Champagne,Fallet Dart,4.2,51,66.0,N.V.,sparkling
Brut Opere Ros N.V.,Italy,Veneto,Villa Sandi,3.6,52,14.5,N.V.,sparkling
Brut Ros 2015,South Africa,Franschhoek,L'Ormarins,3.7,52,16.93,2015,sparkling
Ros Brut N.V.,Italy,Piemonte,Tenuta San Pietro,3.7,52,20.43,N.V.,sparkling
Cuve Marie Ambal Crmant de Bourgogne Ros N.V.,France,Crmant de Bourgogne,Veuve Ambal,3.8,52,23.95,N.V.,sparkling
Conegliano Valdobbiadene Prosecco N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Le Manzane,3.8,53,7.99,N.V.,sparkling
La Petite Bulle Brut Ros N.V.,France,Saumur,Bouvet-Ladubay,3.6,53,6.95,N.V.,sparkling
Noces de Craie Champagne Grand Cru 'A' 2015,France,Champagne Grand Cru 'A',Marc Hbrart,4.4,53,65.0,2015,sparkling
Marca Trevigiana Ros N.V.,Italy,Marca Trevigiana,Le Contesse,3.7,53,4.7,N.V.,sparkling
Pinot Blanc Brut N.V.,Austria,Niedersterreich,Szigeti,3.6,54,14.16,N.V.,sparkling
Ros Brut N.V.,Italy,Veneto,Sacchetto,3.5,54,10.54,N.V.,sparkling
Brut Champagne N.V.,France,Champagne,Champagne du Rdempteur,3.8,54,31.9,N.V.,sparkling
Muskat Ottonel Extra Dry N.V.,Austria,Burgenland,Szigeti,3.9,54,13.2,N.V.,sparkling
Spumante Extra Brut 2015,Italy,Piemonte,Bruno Giacosa,3.6,55,27.06,2015,sparkling
L'Ermitage Brut Ros 2006,United States,Anderson Valley,Roederer Estate,4.2,55,66.9,2006,sparkling
'La Picia' Bardolino Chiaretto Spumante Extra Dry N.V.,Italy,Bardolino,Monte del Fr,3.6,55,10.5,N.V.,sparkling
Brut Ros Champagne N.V.,France,Champagne,Comtesse Lafond,4.3,56,51.9,N.V.,sparkling
Riesling Sekt Brut N.V.,Germany,Rheingau,Weingter Wegeler,3.7,56,14.2,N.V.,sparkling
Ros Brut Champagne (Vintage) 2014,France,Champagne,Louis Roederer,4.1,56,48.64,2014,sparkling
Riesling Brut N.V.,Germany,Nahe,Emrich-Schnleber,3.8,57,16.4,N.V.,sparkling
Prosecco Superiore di Conegliano Valdobbiadene Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Canella,3.6,57,14.39,N.V.,sparkling
Marsecco Red N.V.,Italy,delle Venezie,Castle of Dracula,3.6,57,8.86,N.V.,sparkling
Cava Organic Brut Nature 2017,Spain,Cava,Vilarnau,3.8,57,14.53,2017,sparkling
Rheingauer Rserve Riesling Brut 2014,Germany,Rheingau,Schloss Vaux,3.6,58,19.0,2014,sparkling
Dibon Rosado Cava N.V.,Spain,Cava,Pinord,3.5,58,7.99,N.V.,sparkling
Marc Mir Brut Nature N.V.,Spain,Catalunya,Rosell Mir,3.8,59,15.3,N.V.,sparkling
Molera Valdobbiadene Prosecco Superiore Extra Dry 2017,Italy,Conegliano-Valdobbiadene Prosecco,Bisol,3.9,59,19.98,2017,sparkling
Kaapse Vonkel Brut 2018,South Africa,Western Cape,Simonsig,3.9,59,12.18,2018,sparkling
Mont Marvin Cuve Brut Champagne 2011,France,Champagne,Lacroix Triaulaire,4.0,59,42.0,2011,sparkling
Quartet Brut Ros N.V.,United States,Anderson Valley,Roederer Estate,3.8,60,39.9,N.V.,sparkling
36 Cuve Brut N.V.,Italy,Colli Trevigiani,Marsuret,3.5,60,9.8,N.V.,sparkling
Parlein Brut N.V.,Italy,Trentino-Alto Adige,Arunda,3.6,61,22.9,N.V.,sparkling
Crmant d'Alsace Blanc de Blancs Brut N.V.,France,Crmant d'Alsace,Dopff & Fils,4.2,62,14.21,N.V.,sparkling
Reyes de Aragn El Monje Brut Nature N.V.,Spain,Cava,Bodegas Langa,3.7,62,11.8,N.V.,sparkling
Rheingauer Rserve Riesling Brut 2015,Germany,Rheingau,Schloss Vaux,3.9,62,18.5,2015,sparkling
Cuve 28+ Ros N.V.,Italy,Trento,Rotari,3.8,62,12.5,N.V.,sparkling
Riesling Brut 2017,Germany,Rheingau,Kloster Eberbach,3.6,63,12.6,2017,sparkling
Cuve Salome Brut N.V.,Germany,Pfalz,Friedrich Becker,3.8,64,19.49,N.V.,sparkling
Ros Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Autrau de Champillon,3.6,64,28.5,N.V.,sparkling
Blanc de Blancs Brut Champagne N.V.,France,Champagne,Jacquinot & Fils,3.7,64,46.95,N.V.,sparkling
Lady Ros Champagne N.V.,France,Champagne,Duval-Leroy,3.6,64,51.69,N.V.,sparkling
Riserva Extra Brut 2012,Italy,Trentino-Alto Adige,Arunda,4.1,64,24.15,2012,sparkling
Ice Blanc de Blancs Demi-Sec N.V.,Italy,Vino d'Italia,Valdo,3.7,65,8.32,N.V.,sparkling
Efecte Classic Peneds Brut Reserva 2017,Spain,Peneds,Albet i Noya,3.9,66,15.6,2017,sparkling
Triumvirat Grande Cuve Brut 2009,Germany,Rheinhessen,Raumland,4.1,66,42.95,2009,sparkling
'Giulio Ferrari' Riserva del Fondatore Ros 2006,Italy,Trentino,Ferrari,4.5,66,239.0,2006,sparkling
N.P.U Brut Champagne (Nec Plus Ultra) 2004,France,Champagne,Bruno Paillard,4.4,67,169.0,2004,sparkling
Teatro Alla Scala 2013,Italy,Franciacorta,Bellavista,4.0,67,47.53,2013,sparkling
Il Vino dei Poeti Gold 2017,Italy,Prosecco,Bottega,3.8,67,19.4,2017,sparkling
Secco Ros N.V.,Germany,German Wine,Kloster Eberbach,4.0,70,9.97,N.V.,sparkling
Veneto Scinco Custoza Spumante Brut N.V.,Italy,Veneto,Monte del Fr,3.8,70,10.5,N.V.,sparkling
Imperial Brut 2015,Spain,Cava,Gramona,4.0,70,19.99,2015,sparkling
L'Authentique Brut Champagne 2009,France,Champagne,Tribaut Schloesser,4.2,70,78.95,2009,sparkling
Bricco Quaglia Moscato d'Asti 2019,Italy,Moscato d'Asti,La Spinetta,4.1,71,15.69,2019,sparkling
Familiengewchs Frizzante Valentin weiss N.V.,Germany,Franken,Winzer Sommerach,4.2,71,8.05,N.V.,sparkling
Prosecco Treviso Frizzante N.V.,Italy,Prosecco di Treviso,Le Contesse,4.1,71,6.9,N.V.,sparkling
Pinot Noir Ros Brut N.V.,Germany,Rheingau,Barth,3.6,72,16.59,N.V.,sparkling
Ribula Brut N.V.,Italy,Friuli-Venezia Giulia,Conte d'Attimis Maniago,3.6,73,11.9,N.V.,sparkling
Initiation N.V.,France,Champagne,Benot Dhu,4.2,74,54.0,N.V.,sparkling
Cuve Rosa Extra Dry N.V.,Italy,Prosecco,Canevel,4.0,74,11.99,N.V.,sparkling
Tre Comuni Valdobbiadene Prosecco Superiore Extra Dry N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Vallis Mareni,3.8,74,8.99,N.V.,sparkling
Moscato d'Asti 2019,Italy,Moscato d'Asti,Prunotto,3.9,74,11.9,2019,sparkling
Crmant de Loire Brut Ros N.V.,France,Crmant de Loire,Chapin & Landais,3.7,75,11.07,N.V.,sparkling
Tradition Demi-Sec Champagne N.V.,France,Champagne,J.M. Gobillard & Fils,4.1,75,28.95,N.V.,sparkling
Prosecco Treviso Brut N.V.,Italy,Prosecco di Treviso,Soligo,3.6,75,8.95,N.V.,sparkling
Cuve Prestige Millsim Brut Champagne 2013,France,Champagne,J.M. Gobillard & Fils,4.2,77,33.92,2013,sparkling
Serral del Vell Brut Nature 2009,Spain,Cava,Recaredo,4.3,77,39.5,2009,sparkling
Cuve Patrimony Brut Champagne N.V.,France,Champagne,Michel Loriot,3.8,77,25.99,N.V.,sparkling
Brut Metodo Classico Opere Trevigiane N.V.,Italy,Veneto,Villa Sandi,3.7,77,17.5,N.V.,sparkling
Millesim Brut Champagne 2013,France,Champagne,Deutz,4.0,78,48.5,2013,sparkling
Brut 2018,Italy,Conegliano-Valdobbiadene Prosecco,Bepin de Eto,3.8,78,11.21,2018,sparkling
Brut N.V.,Italy,Piemonte,Tenuta San Pietro,3.7,78,18.81,N.V.,sparkling
Cava Brut Imperial Reserva N.V.,Spain,Cava,Pupitre,3.6,78,9.5,N.V.,sparkling
Franciacorta Ros 2015,Italy,Franciacorta,Bellavista,4.1,78,46.9,2015,sparkling
Stefano Bottega Fragolino Rosso Frizzante N.V.,Italy,Friuli-Venezia Giulia,Bottega,4.1,78,6.5,N.V.,sparkling
Brut Ros N.V.,Italy,Prosecco,Bosco del Merlo,3.8,79,10.45,N.V.,sparkling
Millsime Brut Champagne 2009,France,Champagne,Tribaut Schloesser,4.2,79,39.95,2009,sparkling
Conte Aimo Blanc de Noir 2009,Italy,Franciacorta,Montenisa,4.2,80,47.0,2009,sparkling
Rserve Blanquette de Limoux Brut 2016,France,Blanquette de Limoux,Antech,3.7,80,14.62,2016,sparkling
Pierre Brut N.V.,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,81,21.9,N.V.,sparkling
